date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:18	214822/214822	---MCZ	200	added ('OK')	text/css	etag:W/%22675a0057-34726%22	https://baskinrobbinsoc.com/wp-content/themes/customizr/inc/assets/css/tc_common.min.css?ver=4.4.24	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/themes/customizr/inc/assets/css/tc_common.minfbb2.css	(from https://baskinrobbinsoc.com/)
11:23:19	11631/11631	---MCZ	200	added ('OK')	text/css	etag:W/%22675a0057-2d6f%22	https://baskinrobbinsoc.com/wp-content/themes/customizr/inc/assets/css/black.min.css?ver=4.4.24	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/themes/customizr/inc/assets/css/black.minfbb2.css	(from https://baskinrobbinsoc.com/)
11:23:20	1368/1368	---MCZ	200	added ('OK')	text/css	etag:W/%22675a0057-558%22	https://baskinrobbinsoc.com/wp-content/themes/customizr/style.css?ver=4.4.24	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/themes/customizr/stylefbb2.css	(from https://baskinrobbinsoc.com/)
11:23:21	3837/3837	---MCZ	200	added ('OK')	text/css	etag:W/%22675a0057-efd%22	https://baskinrobbinsoc.com/wp-content/themes/customizr/assets/front/js/libs/fancybox/jquery.fancybox-1.3.4.min.css?ver=1947842edc5fda09a01cb2ec69fb587f	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/themes/customizr/assets/front/js/libs/fancybox/jquery.fancybox-1.3.4.min8846.css	(from https://baskinrobbinsoc.com/)
11:23:22	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://c0.wp.com/c/6.8/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/baskin/c0.wp.com/c/6.8/wp-includes/js/jquery/jquery.min.js	(from https://baskinrobbinsoc.com/)
11:23:23	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://c0.wp.com/c/6.8/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/baskin/c0.wp.com/c/6.8/wp-includes/js/jquery/jquery-migrate.min.js	(from https://baskinrobbinsoc.com/)
11:23:25	15370/15370	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-3c0a%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress.js?ver=1.2.2	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress8d1e.js	(from https://baskinrobbinsoc.com/)
11:23:26	9527/9527	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-2537%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/booster/assets/js/global.js?ver=1.0.0	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/booster/assets/js/global8a54.js	(from https://baskinrobbinsoc.com/)
11:23:27	22221/22221	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-56cd%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min.js?ver=3.4.6	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min9bf7.js	(from https://baskinrobbinsoc.com/)
11:23:28	4135/4135	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-1027%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/tocca.min.js?ver=2.0.9	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/tocca.minffdc.js	(from https://baskinrobbinsoc.com/)
11:23:29	45479/45479	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-b1a7%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min.js?ver=3.1.5	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.minc6bd.js	(from https://baskinrobbinsoc.com/)
11:23:30	6341/6341	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-18c5%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.min.js?ver=0.6.0	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.mina307.js	(from https://baskinrobbinsoc.com/)
11:23:31	192638/192638	---MCZ	200	added ('OK')	text/javascript	etag:W/%2267e84604-2f07e%22	https://baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/scripts.min.js?ver=1.8.35	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/photo-gallery/js/scripts.minb594.js	(from https://baskinrobbinsoc.com/)
11:23:32	14373/14373	---MCZ	200	added ('OK')	text/javascript	etag:W/%22675a0057-3825%22	https://baskinrobbinsoc.com/wp-content/themes/customizr/assets/front/js/libs/fancybox/jquery.fancybox-1.3.4.min.js?ver=4.4.24	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/themes/customizr/assets/front/js/libs/fancybox/jquery.fancybox-1.3.4.minfbb2.js	(from https://baskinrobbinsoc.com/)
11:23:33	18905/18905	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Feb%202025%2017:27:26%20GMT	https://c0.wp.com/c/6.8/wp-includes/js/underscore.min.js	C:/My%20Web%20Sites/baskin/c0.wp.com/c/6.8/wp-includes/js/underscore.min.js	(from https://baskinrobbinsoc.com/)
11:23:34	111020/111020	---MCZ	200	added ('OK')	text/javascript	etag:W/%22675a0057-1b1ac%22	https://baskinrobbinsoc.com/wp-content/themes/customizr/inc/assets/js/tc-scripts.min.js?ver=4.4.24	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/themes/customizr/inc/assets/js/tc-scripts.minfbb2.js	(from https://baskinrobbinsoc.com/)
11:23:35	3960/3960	---MCZ	200	added ('OK')	application/json	date:Tue,%2022%20Apr%202025%2015:23:34%20GMT	https://baskinrobbinsoc.com/wp-json/wp/v2/pages/30	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-json/wp/v2/pages/30.json	(from https://baskinrobbinsoc.com/)
11:23:35	146/146	---M--	403	error ('Forbidden')	text/html	date:Tue,%2022%20Apr%202025%2015:23:35%20GMT	https://baskinrobbinsoc.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/xmlrpc.1f0db0.delayed	(from https://baskinrobbinsoc.com/)
11:23:36	421133/421133	---MCZ	200	added ('OK')	application/json	date:Tue,%2022%20Apr%202025%2015:23:35%20GMT	https://baskinrobbinsoc.com/wp-json/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-json/index.html	(from https://baskinrobbinsoc.com/)
11:23:37	2023/2023	---MCZ	200	added ('OK')	application/json	date:Tue,%2022%20Apr%202025%2015:23:37%20GMT	https://baskinrobbinsoc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaskinrobbinsoc.com%2F	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-json/oembed/1.0/embede367.json	(from https://baskinrobbinsoc.com/)
11:23:38	2168/2168	---M-Z	200	added ('OK')	text/xml	date:Tue,%2022%20Apr%202025%2015:23:38%20GMT	https://baskinrobbinsoc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaskinrobbinsoc.com%2F&format=xml	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-json/oembed/1.0/embed54a1	(from https://baskinrobbinsoc.com/)
11:23:39	50/50	---M--	200	added ('OK')	application/javascript	etag:%22104d46a3208b40e8ded389332f5a78a3%22	https://chimpstatic.com/mcjs-connected/js/users/6517dfe6ab1b4757bbb852733/321030c794540b17aa28d5494.js	C:/My%20Web%20Sites/baskin/chimpstatic.com/mcjs-connected/js/users/6517dfe6ab1b4757bbb852733/321030c794540b17aa28d5494.js	(from https://baskinrobbinsoc.com/)
11:23:40	1030/1030	---M--	200	added ('OK')	image/jpeg	etag:%22d37404f4e752ee3f%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/cropped-BROCROUND.jpg?fit=32%2C32&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/cropped-BROCROUNDe43b.jpg	(from https://baskinrobbinsoc.com/)
11:23:42	7575/7575	---M--	200	added ('OK')	image/jpeg	etag:%2253bc2a960e145cd3%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/cropped-BROCROUND.jpg?fit=192%2C192&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/cropped-BROCROUND98d8.jpg	(from https://baskinrobbinsoc.com/)
11:23:43	7032/7032	---M--	200	added ('OK')	image/jpeg	etag:%2299773b7916a898f0%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/cropped-BROCROUND.jpg?fit=180%2C180&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/cropped-BROCROUNDf9b5.jpg	(from https://baskinrobbinsoc.com/)
11:23:44	12929/12929	---M--	200	added ('OK')	image/jpeg	etag:%22896a2e3a27e6bfcf%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/broc_logo2023.jpg?fit=523%2C87&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2023/01/broc_logo20238c48.jpg	(from https://baskinrobbinsoc.com/)
11:23:45	96908/96908	---M--	200	added ('OK')	image/jpeg	etag:%22d677bf7f6fd6d8e2%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/birthday_tradition.jpg?resize=1600%2C500&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/birthday_tradition8155.jpg	(from https://baskinrobbinsoc.com/)
11:23:46	98252/98252	---M--	200	added ('OK')	image/jpeg	etag:%22df652d3ae34a2227%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/thinker_flavor2.jpg?resize=1600%2C500&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/thinker_flavor28155.jpg	(from https://baskinrobbinsoc.com/)
11:23:48	86943/86943	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:47%20GMT	https://baskinrobbinsoc.com/catering/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/index.html	(from https://baskinrobbinsoc.com/)
11:23:48	123046/123046	---M--	200	added ('OK')	image/jpeg	etag:%2286bd6e01be56ec08%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/BR_banana_andSundaes.jpg?resize=1600%2C500&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/BR_banana_andSundaes8155.jpg	(from https://baskinrobbinsoc.com/)
11:23:49	77100/77100	---M--	200	added ('OK')	image/jpeg	etag:%22977b4f5d02de6b1b%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/05/400-graduation-2016.jpg?resize=1143%2C400&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/05/400-graduation-20166133.jpg	(from https://baskinrobbinsoc.com/)
11:23:49	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%2216e84587fbd5d83db3f1343c42621a62%22	https://baskinrobbinsoc.com//?feed=rss	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/indexcc4d.html	(from https://baskinrobbinsoc.com/)
11:23:49	68008/68008	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:48%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-anaheim-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-anaheim-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:51	109794/109794	---M--	200	added ('OK')	image/jpeg	etag:%22c18c159083a1d590%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/summer_refreshment.jpg?resize=1600%2C500&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/summer_refreshment8155.jpg	(from https://baskinrobbinsoc.com/)
11:23:51	68038/68038	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:50%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-costa-mesa-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-costa-mesa-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:51	2772/2772	---M--	200	added ('OK')	image/gif	etag:%2242962d27987f0f9e%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/icon_OnLineOrder.gif?resize=107%2C45&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/04/icon_OnLineOrderd6f2.gif	(from https://baskinrobbinsoc.com/)
11:23:53	68075/68075	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:51%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-fountain-valley-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-fountain-valley-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:53	67857/67857	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:53%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-in-irvine-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-in-irvine-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:54	491822/491822	---M--	200	added ('OK')	image/png	etag:%2266c39f75-7812e%22	https://baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9562.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9562.png	(from https://baskinrobbinsoc.com/)
11:23:55	63884/63884	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:54%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-monterey-park-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-monterey-park-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:56	68036/68036	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:55%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-newport-beach-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-newport-beach-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:56	1217755/1217755	---M--	200	added ('OK')	image/png	etag:%2266c39f75-1294db%22	https://baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9565.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9565.png	(from https://baskinrobbinsoc.com/)
11:23:57	422291/422291	---M--	200	added ('OK')	image/png	etag:%2266c39f75-67193%22	https://baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9567.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9567.png	(from https://baskinrobbinsoc.com/)
11:23:57	67902/67902	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:56%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-orange-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-orange-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:59	540750/540750	---M--	200	added ('OK')	image/png	etag:%2266c39f75-8404e%22	https://baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9557.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9557.png	(from https://baskinrobbinsoc.com/)
11:23:59	64475/64475	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:57%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-santa-ana-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-santa-ana-ca/index.html	(from https://baskinrobbinsoc.com/)
11:23:59	64299/64299	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:23:59%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-tustin-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-tustin-ca/index.html	(from https://baskinrobbinsoc.com/)
11:24:00	2658/2658	---M--	200	added ('OK')	image/png	etag:%227106cac34cfdbf76%22	https://i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/05/facebook-button.png?fit=213%2C36&ssl=1	C:/My%20Web%20Sites/baskin/i0.wp.com/baskinrobbinsoc.com/wp-content/uploads/2016/05/facebook-button769c.png	(from https://baskinrobbinsoc.com/)
11:24:01	67973/67973	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:24:00%20GMT	https://baskinrobbinsoc.com/catering/ice-cream-catering-yorba-linda-ca/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/catering/ice-cream-catering-yorba-linda-ca/index.html	(from https://baskinrobbinsoc.com/)
11:24:01	1079365/1079365	---M--	200	added ('OK')	image/png	etag:%2266c39f74-107845%22	https://baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9556.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/uploads/2016/04/Img_9556.png	(from https://baskinrobbinsoc.com/)
11:24:01	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c80a604fcfb4930ea2a6659707988409%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/baskin/connect.facebook.net/en_US/sdk.js	(from https://baskinrobbinsoc.com/)
11:24:03	60807/60807	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:24:01%20GMT	https://baskinrobbinsoc.com/cakes/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/cakes/index.html	(from https://baskinrobbinsoc.com/)
11:24:03	3495/3495	---M--	200	added ('OK')	image/png	etag:%2267ae433c-da7%22	https://baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/cute/cute_facebook.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/cute/cute_facebook.png	(from https://baskinrobbinsoc.com/)
11:24:03	77518/77518	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:24:03%20GMT	https://baskinrobbinsoc.com/ice-cream/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/ice-cream/index.html	(from https://baskinrobbinsoc.com/)
11:24:04	4798/4798	---M--	200	added ('OK')	image/svg+xml	etag:%2267ae433c-12be%22	https://baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/share_icons/fb_icons/en_US.svg	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/share_icons/fb_icons/en_US.svg	(from https://baskinrobbinsoc.com/)
11:24:05	60462/60462	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:24:04%20GMT	https://baskinrobbinsoc.com/coupons/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/coupons/index.html	(from https://baskinrobbinsoc.com/)
11:24:05	60965/60965	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:24:05%20GMT	https://baskinrobbinsoc.com/order-online/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/order-online/index.html	(from https://baskinrobbinsoc.com/)
11:24:06	5367/5367	---M--	200	added ('OK')	image/png	etag:%2267ae433c-14f7%22	https://baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/cute/cute_twitter.png	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/cute/cute_twitter.png	(from https://baskinrobbinsoc.com/)
11:24:08	59362/59362	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Apr%202025%2015:24:07%20GMT	https://baskinrobbinsoc.com/contact-us/	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/contact-us/index.html	(from https://baskinrobbinsoc.com/)
11:24:08	3117/3117	---M--	200	added ('OK')	image/svg+xml	etag:%2267ae433c-c2d%22	https://baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/share_icons/Twitter_Tweet/en_US_Tweet.svg	C:/My%20Web%20Sites/baskin/baskinrobbinsoc.com/wp-content/plugins/ultimate-social-media-icons/images/share_icons/Twitter_Tweet/en_US_Tweet.svg	(from https://baskinrobbinsoc.com/)
